10100101;Beras Cap Ayam;;Beras Cap Ayam ;beras-cap-ayam--1;sak;25;;;;;1;1;2;;335000;345000;0;0;20;1;1;0;0;3;1;1
10100102;Beras Cap Bunga;;Beras Cap Bunga ;beras-cap-bunga--1;sak;25;;;;;1;1;3;;0;0;0;0;20;1;1;0;0;1;1;1
10100201;Beras Paketan;2,5kg;Beras Paketan 2,5kg;beras-paketan-2,5kg-1;pek;2.5;;;;;1;1;4;;34250;36000;0;0;100;1;1;0;0;2;1;1
10100202;Beras Paketan;5kg;Beras Paketan 5kg;beras-paketan-5kg-1;pek;5;;;;;1;1;4;;68500;72000;0;0;50;1;1;0;0;2;1;1
10100301;Beras Ketan;;Beras Ketan ;beras-ketan--1;karung;25;;;;;1;1;5;;315000;340000;0;0;40;1;1;0;0;5;1;1
10200101;Gandum Cakra Kembar;25 kg;Gandum Cakra Kembar 25 kg;gandum-cakra-kembar-25-kg-1;karung;25;;;;;1;2;6;;213000;222000;0;0;50;1;1;0;0;4;1;1
10200201;Gandum Naga Hijau;25 kg;Gandum Naga Hijau 25 kg;gandum-naga-hijau-25-kg-1;karung;25;;;;;1;2;7;;187500;196000;0;0;50;1;1;0;0;5;1;1
10200301;Gandum Payung Hijau;25 kg;Gandum Payung Hijau 25 kg;gandum-payung-hijau-25-kg-1;karung;25;;;;;1;2;6;;166000;174000;0;0;50;1;1;0;0;4;1;1
10200401;Gandum Segitiga Biru;25 kg;Gandum Segitiga Biru 25 kg;gandum-segitiga-biru-25-kg-1;karung;25;;;;;1;2;6;;210000;218000;0;0;50;1;1;0;0;4;1;1
10200501;Gandum Stupa Hijau;25 kg;Gandum Stupa Hijau 25 kg;gandum-stupa-hijau-25-kg-1;karung;25;;;;;1;2;7;;165500;174000;0;0;50;1;1;0;0;5;1;1
10200601;Pati Gunung Agung;25 kg;Pati Gunung Agung 25 kg;pati-gunung-agung-25-kg-1;karung;25;;;;;1;2;8;;163750;180000;0;0;40;1;1;0;0;4;1;1
10200701;Tapioka Rosebrand;250gr;Tapioka Rosebrand 250gr;tapioka-rosebrand-250gr-1;dus;10;;;;;1;2;8;;79000;90000;0;0;50;1;1;0;0;3;1;1
10200702;Tapioka Rosebrand;500gr;Tapioka Rosebrand 500gr;tapioka-rosebrand-500gr-1;dus;10;;;;;1;2;8;;79000;90000;0;0;50;1;1;0;0;3;1;1
10200801;Tepung Beras Rosebrand;200gr;Tepung Beras Rosebrand 200gr;tepung-beras-rosebrand-200gr-1;dus;10;;;;;1;2;8;;134762;140000;0;0;50;1;1;0;0;3;1;1
10200802;Tepung Beras Rosebrand;500gr;Tepung Beras Rosebrand 500gr;tepung-beras-rosebrand-500gr-1;dus;10;;;;;1;2;8;;132857;138000;0;0;50;1;1;0;0;3;1;1
10200803;Tepung Maizena;250gr;Tepung Maizena 250gr;tepung-maizena-250gr-1;dus;10;;;;;1;2;8;;0;0;0;0;;1;1;0;0;0;1;1
10200901;Tepung Ketan Rosebrand;500gr;Tepung Ketan Rosebrand 500gr;tepung-ketan-rosebrand-500gr-1;dus;10;;;;;1;2;8;;186667;194000;0;0;50;1;1;0;0;3;1;1
10201001;Terigu Segitiga Biru Kemasan;1kg;Terigu Segitiga Biru Kemasan 1kg;terigu-segitiga-biru-kemasan-1kg-1;dus;12;;;;;1;2;6;;126000;131000;0;0;30;1;1;0;0;4;1;1
10201101;Terigu Tulip Kemasan;1kg;Terigu Tulip Kemasan 1kg;terigu-tulip-kemasan-1kg-1;dus;10;;;;;1;2;9;;80996;86000;0;0;;1;1;0;0;5;1;1
10300101;Gula Aren;5kg;Gula Aren 5kg;gula-aren-5kg-1;bal;5;;;;;1;3;10;;95000;100000;0;0;10;1;1;0;0;5;1;1
10300201;Gula Matahari;50kg;Gula Matahari 50kg;gula-matahari-50kg-1;karung;50;;;;;1;3;11;;0;0;0;0;60;1;1;0;0;5;1;1
10300301;Gula Merah Dakon;5kg;Gula Merah Dakon 5kg;gula-merah-dakon-5kg-1;bal;5;;;;;1;3;10;;80000;85000;0;0;10;1;1;0;0;5;1;1
10300401;Gula Merah Roda;10kg;Gula Merah Roda 10kg;gula-merah-roda-10kg-1;pek;10;;;;;1;3;10;;160000;170000;0;0;10;1;1;0;0;5;1;1
10300501;Gula Rosebrand Hijau;20kg;Gula Rosebrand Hijau 20kg;gula-rosebrand-hijau-20kg-1;karung;20;;;;;1;3;8;;0;0;0;0;30;1;1;0;0;0;1;1
10300601;Gula Rosebrand Kuning;20kg;Gula Rosebrand Kuning 20kg;gula-rosebrand-kuning-20kg-1;karung;20;;;;;1;3;8;;326000;335000;0;0;30;1;1;0;0;4;1;1
10300602;Gula Halus Rosebrand;;Gula Halus Rosebrand ;gula-halus-rosebrand--1;dus;10;;;;;1;3;8;;0;0;0;0;;1;1;0;0;0;1;1
10300701;Gula Tk (Trangkil);50kg;Gula Tk (Trangkil) 50kg;gula-tk-(trangkil)-50kg-1;karung;50;;;;;1;3;12;;727500;748000;0;0;60;1;1;0;0;5;1;1
10300702;Gula Kba (Kebon Agung);50kg;Gula Kba (Kebon Agung) 50kg;gula-kba-(kebon-agung)-50kg-1;karung;50;;;;;1;3;12;;0;0;0;0;;1;1;0;0;2;1;1
10300901;Gula Nusakita;;Gula Nusakita ;gula-nusakita--1;karung;50;;;;;1;3;13;;0;0;0;0;50;1;1;0;0;5;1;1
10301001;Gula Raja Gula;;Gula Raja Gula ;gula-raja-gula--1;sak;50;;;;;1;3;14;;0;0;0;0;;1;1;0;0;5;1;1
10400101;Minyak Hemart;1L;Minyak Hemart 1L;minyak-hemart-1l-1;krat;11;;;;;1;4;15;;0;0;0;0;150;1;1;0;0;4;1;1
10400102;Minyak Hemart;500ml;Minyak Hemart 500ml;minyak-hemart-500ml-1;krat;6;;;;;1;4;15;;118000;123000;0;0;100;1;1;0;0;4;1;1
10400103;Minyak Hemart;900ml;Minyak Hemart 900ml;minyak-hemart-900ml-1;krat;11;;;;;1;4;15;;207000;212000;0;0;;1;1;0;0;5;1;1
10400201;Minyak Jujur;2L;Minyak Jujur 2L;minyak-jujur-2l-1;dus;11;;;;;1;4;16;;0;0;0;0;100;1;1;0;0;2;1;1
10400202;Minyak Jujur;cup 200ml;Minyak Jujur cup 200ml;minyak-jujur-cup-200ml-1;dus;11;;;;;1;4;16;;0;0;0;0;100;1;1;0;0;1;1;1
10400203;Minyak Rosebrand;cup 200ml;Minyak Rosebrand cup 200ml;minyak-rosebrand-cup-200ml-1;dus;11;;;;;1;4;8;;0;0;0;0;;1;1;0;0;1;1;1
10400301;Minyak Kita Botol;1L;Minyak Kita Botol 1L;minyak-kita-botol-1l-1;krat;11;;;;;1;4;17;;0;0;0;0;150;1;1;0;0;5;1;1
10400302;Minyak Kita Refil;1L;Minyak Kita Refil 1L;minyak-kita-refil-1l-1;dus;11;;;;;1;4;18;;189000;196000;0;0;150;1;1;0;0;5;1;1
10400303;Minyak Kita Refil;2L;Minyak Kita Refil 2L;minyak-kita-refil-2l-1;dus;11;;;;;1;4;1;;186000;194000;0;0;150;1;1;0;0;0;1;1
10400304;Minyak Kita Sinarmas;2L;Minyak Kita Sinarmas 2L;minyak-kita-sinarmas-2l-1;dus;11;;;;;1;4;19;;175857;198000;0;0;100;1;1;0;0;4;1;1
10400305;Minyak Apical Hijau;1L;Minyak Apical Hijau 1L;minyak-apical-hijau-1l-1;dus;11;;;;;1;4;20;;0;0;0;0;50;1;1;0;0;5;1;1
10400306;Minyak Kita Botol;2L;Minyak Kita Botol 2L;minyak-kita-botol-2l-1;krat;11;;;;;1;4;1;;0;0;0;0;50;1;1;0;0;0;1;1
10400307;Minyak Kita Sinarmas;1L;Minyak Kita Sinarmas 1L;minyak-kita-sinarmas-1l-1;dus;11;;;;;1;4;19;;0;0;0;0;50;1;1;0;0;5;1;1
10400308;Minyak Apical Hijau;2L;Minyak Apical Hijau 2L;minyak-apical-hijau-2l-1;dus;11;;;;;1;4;20;;0;0;0;0;50;1;1;0;0;5;1;1
10400309;Minyakita Lestari Botol;1L;Minyakita Lestari Botol 1L;minyakita-lestari-botol-1l-1;dus;11;;;;;1;4;17;;0;0;0;0;50;1;1;0;0;5;1;1
10400310;Minyakita Raja Nabati Botol;1L;Minyakita Raja Nabati Botol 1L;minyakita-raja-nabati-botol-1l-1;krat;11;;;;;1;4;21;;0;0;0;0;50;1;1;0;0;1;1;1
10400311;Minyakita Wilmar;1L;Minyakita Wilmar 1L;minyakita-wilmar-1l-1;dus;11;;;;;1;4;9;;0;0;0;0;;1;1;0;0;5;1;1
10400401;Minyak Rizki;800ml;Minyak Rizki 800ml;minyak-rizki-800ml-1;krat;11;;;;;1;4;15;;177000;182000;0;0;150;1;1;0;0;5;1;1
10400402;Minyak Rizki;850ml;Minyak Rizki 850ml;minyak-rizki-850ml-1;krat;11;;;;;1;4;15;;0;0;0;0;50;1;1;0;0;2;1;1
10400404;Minyak Kusuma Botol;1L;Minyak Kusuma Botol 1L;minyak-kusuma-botol-1l-1;krat;11;;;;;1;4;18;;0;0;0;0;50;1;1;0;0;1;1;1
10400405;Minyak Kusuma Botol;800ml;Minyak Kusuma Botol 800ml;minyak-kusuma-botol-800ml-1;krat;11;;;;;1;4;18;;0;0;0;0;;1;1;0;0;1;1;1
10400501;Minyak Sunco;2L;Minyak Sunco 2L;minyak-sunco-2l-1;dus;11;;;;;1;4;22;;226000;236000;0;0;50;1;1;0;0;4;1;1
10400601;Minyak Masku;2L;Minyak Masku 2L;minyak-masku-2l-1;dus;11;;;;;1;4;19;;225000;215000;0;0;100;1;1;0;0;3;1;1
